Dates,SPX Index,SHCOMP Index,SENSEX Index,MXLA Index
2014-11-11,2039.68,2469.673,27910.06,2988.27
2014-11-12,2038.25,2494.476,28008.9,3007.38
2014-11-13,2039.33,2485.606,27940.64,2949.49
2014-11-14,2039.82,2478.824,28046.66,2920.63
2014-11-17,2041.32,2474.009,28177.88,2905.9
2014-11-18,2051.8,2456.366,28163.29,2935.98
2014-11-19,2048.72,2450.986,28032.85,2992.0
2014-11-20,2052.75,2452.66,28067.56,3002.65
2014-11-21,2063.5,2486.791,28334.63,3133.3
2014-11-24,2069.41,2532.879,28499.54,3092.75
2014-11-25,2067.03,2567.597,28338.05,3098.38
2014-11-26,2072.83,2604.345,28386.19,3098.42
2014-11-27,2072.83,2630.486,28438.91,3084.76
2014-11-28,2067.56,2682.835,28693.99,3008.49
2014-12-01,2053.44,2680.155,28559.62,2915.22
2014-12-02,2066.55,2763.545,28444.01,2875.09
2014-12-03,2074.33,2779.525,28442.71,2909.9
2014-12-04,2071.92,2899.456,28562.82,2854.09
2014-12-05,2075.37,2937.647,28458.1,2858.08
2014-12-08,2060.31,3020.259,28119.4,2797.07
2014-12-09,2059.82,2856.269,27797.01,2780.8
2014-12-10,2026.14,2940.006,27831.1,2714.26
2014-12-11,2035.33,2925.743,27602.01,2685.75
2014-12-12,2002.33,2938.173,27350.68,2610.44
2014-12-15,1989.63,2953.421,27319.56,2533.86
2014-12-16,1972.74,3021.518,26781.44,2497.19
2014-12-17,2012.89,3061.02,26710.13,2611.94
2014-12-18,2061.23,3057.521,27126.57,2669.35
2014-12-19,2070.65,3108.596,27371.84,2710.29
2014-12-22,2078.54,3127.445,27701.79,2732.75
2014-12-23,2082.17,3032.612,27506.46,2729.1
2014-12-24,2081.88,2972.532,27208.61,2725.05
2014-12-25,2081.88,3072.536,27208.61,2725.05
2014-12-26,2088.77,3157.603,27241.78,2713.17
2014-12-29,2090.57,3168.016,27395.73,2728.84
2014-12-30,2080.35,3165.814,27403.54,2721.52
2014-12-31,2058.9,3234.677,27499.42,2727.69
2015-01-01,2058.9,3234.677,27507.54,2727.69
2015-01-02,2058.2,3234.677,27887.9,2637.04
2015-01-05,2020.58,3350.519,27842.32,2557.32
2015-01-06,2002.61,3351.446,26987.46,2591.38
2015-01-07,2025.9,3373.954,26908.82,2645.19
2015-01-08,2062.14,3293.456,27274.71,2688.53
2015-01-09,2044.81,3285.412,27458.38,2679.59
2015-01-12,2028.26,3229.316,27585.27,2633.14
2015-01-13,2023.03,3235.301,27425.73,2638.58
2015-01-14,2011.27,3222.437,27346.82,2629.08
2015-01-15,1992.67,3336.455,28075.55,2632.34
2015-01-16,2019.42,3376.495,28121.89,2662.79
2015-01-19,2019.42,3116.35,28262.01,2621.04
2015-01-20,2022.55,3173.052,28784.67,2638.86
2015-01-21,2032.12,3323.611,28888.86,2718.55
2015-01-22,2063.15,3343.343,29006.02,2768.11
2015-01-23,2051.82,3351.764,29278.84,2721.61
2015-01-26,2057.09,3383.182,29278.84,2711.67
2015-01-27,2029.55,3352.96,29571.04,2730.22
2015-01-28,2002.16,3305.738,29559.18,2674.09
2015-01-29,2021.25,3262.305,29681.77,2651.85
2015-01-30,1994.99,3210.363,29182.95,2555.44
2015-02-02,2020.85,3128.3,29122.27,2580.85
2015-02-03,2050.03,3204.907,29000.14,2644.4
2015-02-04,2041.51,3174.126,28883.11,2641.16
2015-02-05,2062.52,3136.531,28850.97,2653.03
2015-02-06,2055.47,3075.907,28717.91,2619.01
2015-02-09,2046.74,3095.124,28227.39,2633.66
2015-02-10,2068.59,3141.593,28355.62,2570.24
2015-02-11,2068.53,3157.704,28533.97,2514.03
2015-02-12,2088.48,3173.416,28805.1,2595.46
2015-02-13,2096.99,3203.827,29094.93,2647.59
2015-02-16,2096.99,3222.363,29135.88,2635.88
2015-02-17,2100.34,3246.905,29135.88,2637.67
2015-02-18,2099.68,3246.905,29320.26,2647.72
2015-02-19,2097.45,3246.905,29462.27,2638.79
2015-02-20,2110.3,3246.905,29231.41,2627.52
2015-02-23,2109.66,3246.905,28975.11,2634.63
2015-02-24,2115.48,3246.905,29004.66,2663.35
2015-02-25,2113.86,3228.843,29007.99,2649.93
2015-02-26,2110.74,3298.358,28746.65,2648.11
2015-02-27,2104.5,3310.303,29220.12,2654.03
2015-03-02,2117.39,3336.285,29459.14,2614.82
2015-03-03,2107.78,3263.052,29593.73,2603.7
2015-03-04,2098.53,3279.532,29380.73,2532.61
2015-03-05,2101.04,3248.476,29448.95,2528.86
2015-03-06,2071.26,3241.188,29448.95,2463.4
2015-03-09,2079.43,3302.408,28844.78,2415.98
2015-03-10,2044.16,3286.068,28709.87,2362.74
2015-03-11,2040.24,3290.9,28659.17,2403.48
2015-03-12,2065.95,3349.323,28930.41,2413.26
2015-03-13,2053.4,3372.911,28503.3,2339.81
2015-03-16,2081.19,3449.305,28437.71,2361.76
2015-03-17,2074.28,3502.847,28736.38,2375.88
2015-03-18,2099.5,3577.302,28622.12,2417.24
2015-03-19,2089.27,3582.271,28469.67,2400.24
2015-03-20,2108.1,3617.318,28261.08,2466.04
2015-03-23,2104.42,3687.728,28192.02,2495.63
2015-03-24,2091.5,3691.41,28161.72,2496.02
2015-03-25,2061.05,3660.727,28111.83,2494.33
2015-03-26,2056.15,3682.095,27457.58,2435.1
2015-03-27,2061.02,3691.096,27458.64,2404.95
2015-03-30,2086.24,3786.568,27975.86,2431.5
2015-03-31,2067.89,3747.899,27957.49,2451.4
2015-04-01,2059.69,3810.294,28260.14,2519.62
2015-04-02,2066.96,3825.784,28260.14,2547.7
2015-04-03,2066.96,3863.929,28260.14,2547.7
2015-04-06,2080.62,3863.929,28504.46,2622.08
2015-04-07,2076.33,3961.378,28516.59,2603.36
2015-04-08,2081.9,3994.811,28707.75,2612.55
2015-04-09,2091.18,3957.534,28885.21,2620.19
2015-04-10,2102.06,4034.309,28879.38,2614.23
2015-04-13,2092.43,4121.714,29044.44,2596.7
2015-04-14,2095.84,4135.565,29044.44,2607.66
2015-04-15,2106.63,4084.163,28799.69,2631.35
2015-04-16,2104.99,4194.822,28666.04,2659.37
2015-04-17,2081.18,4287.295,28442.1,2614.84
2015-04-20,2100.4,4217.078,27886.21,2607.87
2015-04-21,2097.29,4293.623,27676.04,2622.83
2015-04-22,2107.96,4398.495,27890.13,2644.89
2015-04-23,2112.93,4414.507,27735.02,2681.35
2015-04-24,2117.69,4393.686,27437.94,2733.5
2015-04-27,2108.92,4527.396,27176.99,2741.8
2015-04-28,2114.76,4476.214,27396.38,2757.97
2015-04-29,2106.85,4476.62,27225.93,2724.87
2015-04-30,2085.51,4441.655,27011.31,2692.91
2015-05-01,2108.29,4441.655,27011.31,2677.17
2015-05-04,2114.49,4480.464,27490.59,2686.57
2015-05-05,2089.46,4298.706,27440.14,2731.78
2015-05-06,2080.15,4229.266,26717.37,2716.9
2015-05-07,2088.0,4112.214,26599.11,2692.21
2015-05-08,2116.1,4205.917,27105.39,2745.23
2015-05-11,2105.33,4333.583,27507.3,2726.57
2015-05-12,2099.12,4401.22,26877.48,2702.49
2015-05-13,2098.48,4375.76,27251.1,2707.17
2015-05-14,2121.1,4378.311,27206.06,2728.9
2015-05-15,2122.73,4308.691,27324.0,2765.8
2015-05-18,2129.2,4283.491,27687.3,2710.53
2015-05-19,2127.83,4417.552,27645.53,2671.84
2015-05-20,2125.85,4446.288,27837.21,2648.74
2015-05-21,2130.82,4529.421,27809.35,2654.1
2015-05-22,2126.06,4657.596,27957.5,2612.47
2015-05-25,2126.06,4813.797,27643.88,2616.72
2015-05-26,2104.2,4910.897,27531.41,2540.18
2015-05-27,2123.48,4941.714,27564.66,2537.33
2015-05-28,2120.79,4620.266,27506.71,2532.69
2015-05-29,2107.39,4611.744,27828.44,2496.37
2015-06-01,2111.73,4828.738,27848.99,2500.37
2015-06-02,2109.6,4910.527,27188.38,2553.87
2015-06-03,2114.07,4909.978,26837.2,2537.66
2015-06-04,2095.84,4947.102,26813.42,2517.15
2015-06-05,2092.83,5023.095,26768.49,2482.52
2015-06-08,2079.28,5131.881,26523.09,2492.68
2015-06-09,2080.15,5113.534,26481.25,2510.25
2015-06-10,2105.2,5106.036,26840.5,2554.9
2015-06-11,2108.86,5121.593,26370.98,2523.63
2015-06-12,2094.11,5166.35,26425.3,2533.47
2015-06-15,2084.43,5062.993,26586.55,2524.59
2015-06-16,2096.29,4887.432,26686.51,2541.76
2015-06-17,2100.44,4967.898,26832.66,2533.41
2015-06-18,2121.24,4785.356,27115.83,2595.33
2015-06-19,2109.99,4478.364,27316.17,2561.98
2015-06-22,2122.85,4478.364,27730.21,2576.95
2015-06-23,2124.2,4576.492,27804.37,2559.05
2015-06-24,2108.58,4690.15,27729.67,2563.96
2015-06-25,2102.31,4527.779,27895.97,2529.88
2015-06-26,2101.49,4192.873,27811.84,2544.65
2015-06-29,2057.64,4053.03,27645.15,2496.15
2015-06-30,2063.11,4277.222,27780.83,2517.48
2015-07-01,2077.42,4053.7,28020.87,2492.67
2015-07-02,2076.78,3912.767,27945.8,2518.99
2015-07-03,2076.78,3686.915,28092.79,2488.72
2015-07-06,2068.76,3775.912,28208.76,2462.58
2015-07-07,2081.34,3727.125,28171.69,2443.79
2015-07-08,2046.68,3507.192,27687.72,2402.16
2015-07-09,2051.31,3709.331,27573.66,2406.89
2015-07-10,2076.62,3877.803,27661.4,2457.44
2015-07-13,2099.6,3970.388,27961.19,2483.5
2015-07-14,2108.95,3924.487,27932.9,2514.21
2015-07-15,2107.4,3805.703,28198.29,2489.64
2015-07-16,2124.29,3823.175,28446.12,2498.37
2015-07-17,2126.64,3957.352,28463.31,2448.72
2015-07-20,2128.28,3992.109,28420.12,2423.5
2015-07-21,2119.21,4017.675,28182.14,2429.72
2015-07-22,2114.15,4026.045,28504.93,2382.38
2015-07-23,2102.15,4123.923,28370.84,2325.87
2015-07-24,2079.65,4070.908,28112.31,2277.31
2015-07-27,2067.64,3725.558,27561.38,2240.55
2015-07-28,2093.25,3663.002,27459.23,2251.69
2015-07-29,2108.57,3789.168,27563.43,2297.62
2015-07-30,2108.63,3705.766,27705.35,2260.71
2015-07-31,2103.84,3663.725,28114.56,2304.76
2015-08-03,2098.04,3622.905,28187.06,2268.25
2015-08-04,2093.32,3756.545,28071.93,2262.48
2015-08-05,2099.84,3694.573,28223.08,2241.37
2015-08-06,2083.56,3661.539,28298.13,2219.18
2015-08-07,2077.57,3744.205,28236.39,2208.79
2015-08-10,2104.18,3928.415,28101.72,2242.46
2015-08-11,2084.07,3927.908,27866.09,2198.17
2015-08-12,2086.05,3886.32,27512.26,2180.22
2015-08-13,2083.39,3954.556,27549.53,2151.26
2015-08-14,2091.54,3965.335,28067.31,2151.46
2015-08-17,2102.44,3993.668,27878.27,2145.66
2015-08-18,2096.92,3748.164,27831.54,2143.43
2015-08-19,2079.61,3794.109,27931.64,2102.06
2015-08-20,2035.73,3664.291,27607.82,2090.56
2015-08-21,1970.89,3507.744,27366.07,2035.99
2015-08-24,1893.21,3209.905,25741.56,1956.8
2015-08-25,1867.61,2964.967,26032.38,1981.01
2015-08-26,1940.51,2927.288,25714.66,1983.48
2015-08-27,1987.66,3083.591,26231.19,2087.84
2015-08-28,1988.87,3232.349,26392.38,2081.22
2015-08-31,1972.18,3205.986,26283.09,2057.43
2015-09-01,1913.85,3166.624,25696.44,2000.19
2015-09-02,1948.86,3160.167,25453.56,1996.38
2015-09-03,1951.13,3160.167,25764.78,2025.78
2015-09-04,1921.22,3160.167,25201.9,1983.75
2015-09-07,1921.22,3080.42,24893.81,1966.78
2015-09-08,1969.41,3170.452,25317.87,1993.3
2015-09-09,1942.04,3243.089,25719.58,1990.61
2015-09-10,1952.29,3197.893,25622.17,1969.8
2015-09-11,1961.05,3200.234,25610.21,1961.74
2015-09-14,1953.03,3114.798,25856.7,1987.95
2015-09-15,1978.09,3005.172,25705.93,2001.22
2015-09-16,1995.31,3152.263,25963.97,2047.57
2015-09-17,1990.2,3086.061,25963.97,2043.42
2015-09-18,1958.03,3097.917,26218.91,2010.77
2015-09-21,1966.97,3156.54,26192.98,1967.29
2015-09-22,1942.74,3185.619,25651.84,1919.81
2015-09-23,1938.76,3115.888,25822.99,1870.63
2015-09-24,1932.24,3142.687,25863.5,1838.78
2015-09-25,1931.34,3092.347,25863.5,1893.29
2015-09-28,1881.77,3100.756,25616.84,1843.52
2015-09-29,1884.09,3038.137,25778.66,1831.15
2015-09-30,1920.03,3052.782,26154.83,1894.55
2015-10-01,1923.82,3052.782,26220.95,1909.53
2015-10-02,1951.36,3052.782,26220.95,1943.98
2015-10-05,1987.05,3052.782,26785.55,2003.68
2015-10-06,1979.92,3052.782,26932.88,2030.39
2015-10-07,1995.83,3052.782,27035.85,2081.55
2015-10-08,2013.43,3143.357,26845.81,2076.84
2015-10-09,2014.89,3183.152,27079.51,2128.1
2015-10-12,2017.46,3287.662,26904.11,2112.03
2015-10-13,2003.69,3293.23,26846.53,2046.71
2015-10-14,1994.24,3262.441,26779.66,2017.09
2015-10-15,2023.86,3338.073,27010.14,2034.75
2015-10-16,2033.11,3391.352,27214.6,2046.93
2015-10-19,2033.66,3386.7,27364.92,2035.19
2015-10-20,2030.77,3425.33,27306.83,2031.2
2015-10-21,2018.94,3320.676,27287.66,1999.85
2015-10-22,2052.51,3368.739,27287.66,2030.9
2015-10-23,2075.15,3412.434,27470.81,2051.55
2015-10-26,2071.18,3429.581,27361.96,2046.46
2015-10-27,2065.89,3434.336,27253.44,2024.68
2015-10-28,2090.35,3375.196,27039.76,2034.44
2015-10-29,2089.41,3387.315,26838.14,1989.31
2015-10-30,2079.36,3382.561,26656.83,2006.92
2015-11-02,2104.05,3325.084,26559.15,2006.5
2015-11-03,2109.79,3316.695,26590.59,2088.36
2015-11-04,2102.31,3459.64,26552.92,2070.49
2015-11-05,2099.93,3522.819,26304.2,2072.25
2015-11-06,2099.2,3590.032,26265.24,2023.25
2015-11-09,2078.58,3646.881,26121.4,2001.11
2015-11-10,2081.72,3640.485,25743.26,2001.07
2015-11-11,2075.0,3650.249,25866.95,2029.31
2015-11-12,2045.97,3632.902,25866.95,2006.59
2015-11-13,2023.04,3580.839,25610.53,1979.26
2015-11-16,2053.19,3606.957,25760.1,1976.5
2015-11-17,2050.44,3604.795,25864.47,1998.5
2015-11-18,2083.58,3568.468,25482.52,2016.84
2015-11-19,2081.24,3617.062,25841.92,2058.93
2015-11-20,2089.17,3630.499,25868.49,2073.67
2015-11-23,2086.59,3610.314,25819.34,2065.18
2015-11-24,2089.14,3616.113,25775.74,2068.45
2015-11-25,2088.87,3647.93,25775.74,2008.88
2015-11-26,2088.87,3635.552,25958.63,2025.24
2015-11-27,2090.11,3436.303,26128.2,1992.61
2015-11-30,2080.41,3445.405,26145.67,1919.27
2015-12-01,2102.63,3456.309,26169.41,1951.63
2015-12-02,2079.51,3536.905,26117.85,1925.59
2015-12-03,2049.62,3584.824,25886.62,1964.37
2015-12-04,2091.69,3524.992,25638.11,1952.18
2015-12-07,2077.07,3536.927,25530.11,1920.19
2015-12-08,2063.59,3470.07,25310.33,1885.28
2015-12-09,2047.62,3472.439,25036.05,1935.61
2015-12-10,2052.23,3455.495,25252.32,1914.51
2015-12-11,2012.37,3434.582,25044.43,1856.54
2015-12-14,2021.94,3520.668,25150.35,1838.89
2015-12-15,2043.41,3510.354,25320.44,1869.22
2015-12-16,2073.07,3516.186,25494.37,1875.54
2015-12-17,2041.89,3579.999,25803.78,1893.43
2015-12-18,2005.55,3578.964,25519.22,1860.5
2015-12-21,2021.15,3642.472,25735.9,1820.39
2015-12-22,2038.97,3651.767,25590.65,1826.2
2015-12-23,2064.29,3636.089,25850.3,1858.83
2015-12-24,2060.99,3612.485,25838.71,1860.37
2015-12-25,2060.99,3627.914,25838.71,1860.37
2015-12-28,2056.5,3533.779,26034.13,1861.7
2015-12-29,2078.36,3563.736,26079.48,1867.88
2015-12-30,2063.36,3572.876,25960.03,1818.09
2015-12-31,2043.94,3539.182,26117.54,1829.81
2016-01-01,2043.94,3539.182,26160.9,1829.81
2016-01-04,2012.66,3296.258,25623.35,1763.45
2016-01-05,2016.71,3287.71,25580.34,1775.43
2016-01-06,1990.26,3361.84,25406.33,1750.97
2016-01-07,1943.09,3125.002,24851.83,1696.06
2016-01-08,1922.03,3186.412,24934.33,1674.47
2016-01-11,1923.67,3016.704,24825.04,1662.36
2016-01-12,1938.68,3022.861,24682.03,1660.17
2016-01-13,1890.28,2949.597,24854.11,1664.89
2016-01-14,1921.84,3007.649,24772.97,1680.93
2016-01-15,1880.33,2900.97,24455.04,1625.73
2016-01-18,1880.33,2913.837,24188.37,1608.87
2016-01-19,1881.33,3007.739,24479.84,1617.14
2016-01-20,1859.33,2976.694,24062.04,1580.7
2016-01-21,1868.99,2880.482,23962.21,1583.18
2016-01-22,1906.9,2916.563,24435.66,1620.67
2016-01-25,1877.08,2938.515,24485.95,1614.01
2016-01-26,1903.63,2749.785,24485.95,1620.68
2016-01-27,1882.95,2735.558,24492.39,1646.57
2016-01-28,1893.36,2655.661,24469.57,1666.39
2016-01-29,1940.24,2737.6,24870.69,1744.05
2016-02-01,1939.38,2688.854,24824.83,1749.56
2016-02-02,1903.03,2749.57,24539.0,1681.03
2016-02-03,1912.53,2739.247,24223.32,1717.51
2016-02-04,1915.45,2781.023,24338.43,1784.13
2016-02-05,1880.05,2763.492,24616.97,1751.62
2016-02-08,1853.44,2763.492,24287.42,1732.24
2016-02-09,1852.21,2763.492,24020.98,1719.22
2016-02-10,1851.86,2763.492,23758.9,1714.21
2016-02-11,1829.08,2763.492,22951.83,1672.48
2016-02-12,1864.78,2763.492,22986.12,1688.04
2016-02-15,1864.78,2746.196,23554.12,1714.22
2016-02-16,1895.58,2836.571,23191.97,1711.66
2016-02-17,1926.82,2867.338,23381.87,1770.16
2016-02-18,1917.83,2862.893,23649.22,1770.26
2016-02-19,1917.78,2860.021,23709.15,1751.95
2016-02-22,1945.5,2927.175,23788.79,1819.42
2016-02-23,1921.27,2903.331,23410.18,1787.94
2016-02-24,1929.8,2928.896,23088.93,1771.1
2016-02-25,1951.7,2741.245,22976.0,1786.99
2016-02-26,1948.05,2767.21,23154.3,1777.57
2016-02-29,1932.23,2687.979,23002.0,1804.02
2016-03-01,1978.35,2733.17,23779.35,1848.36
2016-03-02,1986.45,2849.681,24242.98,1899.78
2016-03-03,1993.4,2859.758,24606.99,1961.78
2016-03-04,1999.99,2874.147,24646.48,2039.7
2016-03-07,2001.76,2897.34,24646.48,2037.78
2016-03-08,1979.26,2901.387,24659.23,2010.39
2016-03-09,1989.26,2862.556,24793.96,2032.62
2016-03-10,1989.57,2804.725,24623.34,2050.84
2016-03-11,2022.19,2810.308,24717.99,2080.59
2016-03-14,2019.64,2859.499,24804.28,2059.93
2016-03-15,2015.93,2864.368,24551.17,1980.5
2016-03-16,2027.22,2870.43,24682.48,1982.3
2016-03-17,2040.59,2904.832,24677.37,2138.82
2016-03-18,2049.58,2955.15,24952.74,2149.8
2016-03-21,2051.6,3018.802,25285.37,2152.35
2016-03-22,2049.8,2999.363,25330.49,2160.6
2016-03-23,2036.71,3009.96,25337.56,2094.92
2016-03-24,2035.94,2960.97,25337.56,2080.52
2016-03-25,2035.94,2979.434,25337.56,2080.52
2016-03-28,2037.05,2957.82,24966.4,2125.23
2016-03-29,2055.01,2919.832,24900.46,2132.43
2016-03-30,2063.95,3000.645,25338.58,2179.68
2016-03-31,2059.74,3003.915,25341.86,2168.49
2016-04-01,2072.78,3009.53,25269.64,2161.32
2016-04-04,2066.13,3009.53,25399.65,2109.31
2016-04-05,2045.17,3053.065,24883.59,2069.21
2016-04-06,2066.66,3050.592,24900.63,2045.96
2016-04-07,2041.91,3008.42,24685.42,2034.05
2016-04-08,2047.6,2984.958,24673.84,2099.54
2016-04-11,2041.99,3033.957,25022.16,2132.52
2016-04-12,2061.72,3023.646,25145.59,2192.64
2016-04-13,2082.42,3066.638,25626.75,2218.73
2016-04-14,2082.78,3082.362,25626.75,2219.21
2016-04-15,2080.73,3078.116,25626.75,2222.31
2016-04-18,2094.34,3033.66,25816.36,2194.9
2016-04-19,2100.8,3042.823,25816.36,2249.35
2016-04-20,2102.4,2972.584,25844.18,2245.76
2016-04-21,2091.48,2952.891,25880.38,2244.34
2016-04-22,2091.58,2959.24,25838.14,2205.03
2016-04-25,2087.79,2946.67,25678.93,2188.32
2016-04-26,2091.7,2964.7,26007.3,2226.39
2016-04-27,2095.15,2953.671,26064.12,2264.08
2016-04-28,2075.81,2945.588,25603.1,2283.91
2016-04-29,2065.3,2938.323,25606.62,2292.06
2016-05-02,2081.43,2938.323,25436.97,2257.9
2016-05-03,2063.37,2992.643,25229.7,2188.29
2016-05-04,2051.12,2991.272,25101.73,2187.47
2016-05-05,2050.63,2997.842,25262.21,2161.58
2016-05-06,2057.14,2913.248,25228.5,2157.63
2016-05-09,2058.69,2832.113,25688.86,2126.87
2016-05-10,2084.39,2832.591,25772.53,2212.28
2016-05-11,2064.46,2837.037,25597.02,2212.41
2016-05-12,2064.11,2835.862,25790.22,2212.57
2016-05-13,2046.61,2827.109,25489.57,2157.76
2016-05-16,2066.66,2850.862,25653.23,2162.26
2016-05-17,2047.21,2843.684,25773.61,2141.45
2016-05-18,2047.63,2807.514,25704.61,2110.98
2016-05-19,2040.04,2806.906,25399.72,2060.31
2016-05-20,2052.32,2825.483,25301.9,2079.56
2016-05-23,2048.04,2843.645,25230.36,2062.82
2016-05-24,2076.06,2821.666,25305.47,2076.97
2016-05-25,2090.54,2815.086,25881.17,2067.87
2016-05-26,2090.1,2822.443,26366.68,2076.09
2016-05-27,2099.06,2821.046,26653.6,2058.53
2016-05-30,2099.06,2822.451,26725.6,2059.37
2016-05-31,2096.96,2916.616,26667.96,2038.23
2016-06-01,2099.33,2913.508,26713.93,2044.67
2016-06-02,2105.26,2925.229,26843.14,2062.7
2016-06-03,2099.13,2938.682,26843.03,2104.07
2016-06-06,2109.41,2934.098,26777.45,2117.34
2016-06-07,2112.13,2936.045,27009.67,2141.35
2016-06-08,2119.12,2927.159,27020.66,2210.17
2016-06-09,2115.48,2927.159,26763.46,2184.91
2016-06-10,2096.07,2927.159,26635.75,2109.85
2016-06-13,2079.06,2833.071,26396.77,2093.89
2016-06-14,2075.32,2842.189,26395.71,2045.21
2016-06-15,2071.5,2887.21,26726.34,2069.34
2016-06-16,2077.99,2872.817,26525.46,2072.41
2016-06-17,2071.22,2885.105,26625.91,2103.36
2016-06-20,2083.25,2888.809,26866.92,2156.98
2016-06-21,2088.9,2878.557,26812.78,2161.96
2016-06-22,2085.45,2905.55,26765.65,2158.36
2016-06-23,2113.32,2891.96,27002.22,2217.22
2016-06-24,2037.41,2854.286,26397.71,2135.97
2016-06-27,2000.54,2895.703,26402.96,2082.8
2016-06-28,2036.09,2912.557,26524.55,2143.5
2016-06-29,2070.77,2931.592,26740.39,2233.17
2016-06-30,2098.86,2929.606,26999.72,2269.34
2016-07-01,2102.95,2932.476,27144.91,2284.43
2016-07-04,2102.95,2988.604,27278.76,2283.58
2016-07-05,2088.55,3006.392,27166.87,2229.92
2016-07-06,2099.73,3017.293,27166.87,2198.03
2016-07-07,2097.9,3016.847,27201.49,2201.07
2016-07-08,2129.9,2988.094,27126.9,2259.47
2016-07-11,2137.16,2994.917,27626.69,2297.68
2016-07-12,2152.14,3049.381,27808.14,2321.57
2016-07-13,2152.43,3060.689,27815.18,2316.52
2016-07-14,2163.75,3054.018,27942.11,2374.01
2016-07-15,2161.74,3054.296,27836.5,2354.03
2016-07-18,2166.89,3043.564,27746.66,2384.57
2016-07-19,2163.78,3036.598,27787.62,2381.45
2016-07-20,2173.02,3027.899,27915.89,2399.78
2016-07-21,2165.17,3039.009,27710.52,2393.73
2016-07-22,2175.03,3012.816,27803.24,2392.21
2016-07-25,2168.48,3015.828,28095.34,2371.19
2016-07-26,2169.18,3050.166,27976.52,2359.63
2016-07-27,2166.58,2991.999,28024.33,2355.74
2016-07-28,2170.06,2994.323,28208.62,2353.73
2016-07-29,2173.6,2979.339,28051.86,2391.35
2016-08-01,2170.84,2953.385,28003.12,2363.52
2016-08-02,2157.03,2971.279,27981.71,2347.94
2016-08-03,2163.79,2978.461,27697.51,2361.01
2016-08-04,2164.25,2982.426,27714.37,2402.03
2016-08-05,2182.87,2976.696,28078.35,2421.67
2016-08-08,2180.89,3004.277,28182.57,2442.61
2016-08-09,2181.74,3025.681,28085.16,2471.4
2016-08-10,2175.49,3018.746,27774.88,2462.28
2016-08-11,2185.79,3002.637,27859.6,2512.99
2016-08-12,2184.05,3050.668,28152.4,2502.9
2016-08-15,2190.15,3125.195,28152.4,2531.59
2016-08-16,2178.15,3110.037,28064.61,2510.67
2016-08-17,2182.22,3109.555,28005.37,2494.13
2016-08-18,2187.02,3104.114,28123.44,2496.51
2016-08-19,2183.87,3108.102,28077.0,2484.21
2016-08-22,2182.64,3084.805,27985.54,2452.12
2016-08-23,2186.9,3089.706,27990.21,2450.18
2016-08-24,2175.44,3085.88,28059.94,2420.56
2016-08-25,2172.47,3068.329,27835.91,2424.34
2016-08-26,2169.04,3070.309,27782.25,2440.16
2016-08-29,2180.38,3070.027,27902.66,2430.58
2016-08-30,2176.12,3074.677,28343.01,2413.41
2016-08-31,2170.95,3085.491,28452.17,2401.7
2016-09-01,2170.86,3063.305,28423.48,2401.8
2016-09-02,2179.98,3067.352,28532.11,2452.4
2016-09-05,2179.98,3072.095,28532.11,2446.1
2016-09-06,2186.48,3090.713,28978.02,2487.38
2016-09-07,2186.16,3091.928,28926.36,2503.67
2016-09-08,2181.3,3095.954,29045.28,2504.59
2016-09-09,2127.81,3078.855,28797.25,2383.01
2016-09-12,2159.04,3021.977,28353.54,2377.57
2016-09-13,2127.02,3023.51,28353.54,2319.09
2016-09-14,2125.77,3002.849,28372.23,2302.13
2016-09-15,2147.26,3002.849,28412.89,2330.94
2016-09-16,2139.16,3002.849,28599.03,2300.38
2016-09-19,2139.12,3026.051,28634.5,2323.58
2016-09-20,2139.76,3022.999,28523.2,2345.32
2016-09-21,2163.12,3025.874,28507.42,2367.54
2016-09-22,2177.18,3042.313,28773.13,2428.73
2016-09-23,2164.69,3033.896,28668.22,2400.03
2016-09-26,2146.1,2980.429,28294.28,2366.54
2016-09-27,2159.93,2998.172,28223.7,2383.48
2016-09-28,2171.37,2987.858,28292.81,2412.41
2016-09-29,2151.13,2998.483,27827.53,2400.89
2016-09-30,2168.27,3004.703,27865.96,2380.82
2016-10-03,2161.2,3004.703,28243.29,2416.27
2016-10-04,2150.49,3004.703,28334.55,2421.4
2016-10-05,2159.73,3004.703,28220.98,2437.95
2016-10-06,2160.77,3004.703,28106.21,2443.86
2016-10-07,2153.74,3004.703,28061.14,2454.56
2016-10-10,2163.66,3048.143,28082.34,2495.44
2016-10-11,2136.73,3065.249,28082.34,2472.97
2016-10-12,2139.18,3058.498,28082.34,2482.89
2016-10-13,2132.55,3061.346,27643.11,2467.97
2016-10-14,2132.98,3063.809,27673.6,2496.13
2016-10-17,2126.5,3041.166,27529.97,2517.85
2016-10-18,2139.6,3083.875,28050.88,2571.56
2016-10-19,2144.29,3084.719,27984.37,2587.78
2016-10-20,2141.34,3084.457,28129.84,2589.9
2016-10-21,2141.16,3090.941,28077.18,2599.68
2016-10-24,2151.33,3128.247,28179.08,2620.23
2016-10-25,2143.16,3131.939,28091.42,2619.43
2016-10-26,2139.43,3116.312,27836.51,2612.54
2016-10-27,2133.04,3112.35,27915.9,2598.45
2016-10-28,2126.41,3104.271,27941.51,2598.41
2016-10-31,2126.15,3100.492,27930.21,2612.34
2016-11-01,2111.72,3122.436,27876.61,2521.32
2016-11-02,2097.94,3102.732,27527.22,2505.7
