,Observation,Next State,Current Weight,Action,# Rebalance,Trading Cost,Trace Error,Daily Return,Total Cost,Total Error,Total UE,Total Return,Reward
2226,[8.31500460e-04 5.13181811e-03 1.97920156e-05 2.73986454e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08007176 0.23552289 0.17064373 0.50698842],[-0.00193448  0.00378195 -0.00029433 -0.00155314],201,4.757325278326273e-05,0.008722975126825974,1.012139914897351,0.08256399280968904,22.26483197511856,19.228322416201916,2.1799887513289646,1.0033132306145933
2227,[-0.00061746  0.00621369 -0.00020854  0.00333529],[0.08       0.23999999 0.17000002 0.50999999],[0.08013846 0.24299513 0.17145002 0.52096277],[ 0.00083117  0.00178911 -0.00157907 -0.00104121],201,3.33591262979101e-05,0.010374974595549674,0.9932267955678784,0.08263622033931757,22.27520694971411,19.23705490836462,2.1651505193364047,0.9827795934427002
2228,[0.00108866 0.00406743 0.00277348 0.0007934 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07995488 0.24310658 0.16814881 0.50987113],[-0.0006178   0.00287098 -0.0018074  -0.00044579],201,3.630208047034377e-05,0.008722975126826099,1.015546383293844,0.08271603889183889,22.283929924840937,19.244947944506702,2.1987321797304906,1.0067435896144967
2229,[0.00013182 0.00049873 0.00363171 0.00446071],[0.08       0.23999999 0.17000002 0.50999999],[0.07984096 0.23807757 0.17000002 0.5026601 ],[ 0.00108833  0.00072473  0.00117462 -0.00298767],201,3.836352603168379e-05,0.008722975126825835,1.0010813966677032,0.08280047799206555,22.292652899967763,19.253560617969253,2.201025530263609,0.9922739824406507
2230,[-5.99993256e-04  3.00078570e-03 -1.80009238e-05  6.34018361e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07993292 0.23866453 0.16773226 0.50981579],[ 0.00013149 -0.00284398  0.00203285  0.00067964],201,3.655645371661395e-05,0.009958963486160599,0.9905786429158843,0.0828801786803042,22.302611863453922,19.262675399390506,2.1802084211038144,0.980539978741485
2231,[-0.00024189  0.00375468  0.00321759  0.00199259],[0.08       0.23999999 0.17000002 0.50999999],[0.07999919 0.2408813  0.1691021  0.50780726],[-0.00060033 -0.00034192 -0.00161686  0.00255911],201,3.2583666910079444e-05,0.009206745484403298,0.9961455108562403,0.08295094173080754,22.311818608938324,19.271075180211017,2.1717337922285482,0.9868680023213336
2232,[-0.00017606  0.00192784  0.00212221  0.00484899],[0.08       0.23999999 0.17000002 0.50999999],[0.07973385 0.23358961 0.16856992 0.50718895],[-0.00024222  0.00041198  0.00161873 -0.00178849],201,2.5755291610884925e-05,0.009075087487352126,0.9977898450602608,0.08300675030533608,22.320893696425678,19.279846404578393,2.1668779904227358,0.9886589489983801
2233,[-0.00061363  0.00717468  0.00116826  0.00099367],[0.08       0.23999999 0.17000002 0.50999999],[0.08004887 0.24087666 0.17093788 0.4942591 ],[-0.00017639 -0.00141487  0.00052334  0.00106791],201,2.0136683352959202e-05,0.009950243738724107,0.9890823296902873,0.08304990678391143,22.330843940164403,19.28825083595058,2.14317709718597,0.9790889294729879
2234,[-0.00117505 -0.00092376 -0.00174457  0.01256636],[0.08       0.23999999 0.17000002 0.50999999],[0.0798397  0.23106485 0.16828238 0.51949877],[-0.00061397  0.00383198 -0.00043061 -0.0027874 ],201,4.7961599413908e-05,0.016409742593463103,0.9861225067571975,0.08315126558501179,22.347253682757866,19.298357817833548,2.1133323813002343,0.969611405362634
2235,[ 5.55617006e-05  1.19737647e-02  3.09503172e-03 -6.40138302e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.07979709 0.23905066 0.16828044 0.50116311],[-0.00117538 -0.00426647 -0.00334344  0.00878529],202,0.00010842678083575839,0.021525741172286575,0.9986856927536769,0.0833800814040779,22.368779423930153,19.305589609900185,2.1103256714106617,0.9769311357623243
2236,[-0.00074215  0.00145991  0.00132475  0.00668046],[0.08       0.23999999 0.17000002 0.50999999],[0.0800351  0.23960575 0.17366052 0.50665458],[ 5.52274392e-05  8.63105962e-03  1.49616873e-03 -1.01824558e-02],203,0.00012549165935966437,0.010207266151334021,0.9882912979434582,0.08364177564532041,22.378986690081486,19.314764460774622,2.085351668611548,0.9778223375508817
2237,[-3.82909803e-05  3.72639837e-03 -2.06929218e-03  7.10415992e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.0798137  0.24348928 0.16912041 0.51799007],[-0.00074248 -0.0018828  -0.00027411  0.00289939],203,3.5310098638368346e-05,0.012938141451216037,0.9999559487937658,0.08371540377474658,22.3919248315327,19.323861359747145,2.085186172382009,0.9869441792131236
2238,[0.0010092  0.00236286 0.00422145 0.00112947],[0.08       0.23999999 0.17000002 0.50999999],[0.08021383 0.24518056 0.17276347 0.51553415],[-3.86252416e-05  3.83693256e-04 -3.66815517e-03  3.32308716e-03],203,4.513927121318368e-05,0.008722975126825863,1.0104134574858668,0.0838105034642575,22.400647806659528,19.331795273003408,2.106806046154061,1.0015953826695299
2239,[0.00086996 0.00147381 0.00116894 0.00521027],[0.08       0.23999999 0.17000002 0.50999999],[0.08005078 0.23745103 0.16995026 0.51538447],[ 0.00100887 -0.00097985  0.00262258 -0.0026516 ],203,4.4680474097045726e-05,0.00872297512682596,1.0136920000501293,0.08390592122163266,22.409370781786354,19.34034752637469,2.1355583015506427,1.004873607165928
2240,[ 0.00017597  0.0065633   0.00212932 -0.00014563],[0.08       0.23999999 0.17000002 0.50999999],[0.08008071 0.24615292 0.17286205 0.50677849],[ 0.00086962 -0.00186889 -0.00042992  0.00142919],203,2.8670032096905447e-05,0.009014227102740954,1.0028365476441772,0.0839673196632719,22.418385008889096,19.348375263559202,2.141554687894859,0.993760922099797
2241,[ 0.00038728 -0.00137271 -0.00025368  0.00996209],[0.08       0.23999999 0.17000002 0.50999999],[0.08004549 0.23628115 0.16970514 0.51285615],[ 0.00017564  0.0032206   0.00053046 -0.0039267 ],203,4.91099622475828e-05,0.011975770491946702,1.0058741752407192,0.084073103964988,22.430360779381044,19.35769831342315,2.154029383749264,0.9937926204470564
2242,[-0.00013427  0.0067985   0.00170481  0.00035394],[0.08       0.23999999 0.17000002 0.50999999],[0.08009056 0.24272626 0.17019939 0.51319225],[ 0.00038695 -0.00471542 -0.00185255  0.00618102],204,8.262193318973998e-05,0.008991524814991242,0.9988879311636478,0.0842508614176188,22.439352304196035,19.36588158415096,2.1514559847271766,0.9897186488960258
2243,[0.00040395 0.0021141  0.00244964 0.00375529],[0.08       0.23999999 0.17000002 0.50999999],[0.08022783 0.23932868 0.17119403 0.52081652],[-0.00013461  0.00345579  0.00010594 -0.00342713],204,4.475145716041107e-05,0.008722975126826099,1.0062084572134764,0.08434773565441342,22.44807527932286,19.374349078257804,2.1647169263647,0.9973886078498557
2244,[ 0.00068989  0.00675069  0.00236242 -0.00108002],[0.08       0.23999999 0.17000002 0.50999999],[0.08003692 0.24435885 0.17000002 0.50872041],[ 4.03610953e-04 -1.22860522e-03  8.50781902e-04 -2.57876392e-05],204,1.5857967808364358e-05,0.010883016991858271,1.0115670683507647,0.08438246019582686,22.45895829631472,19.382113150488326,2.189722027000685,1.000649326817493
2245,[ 0.00021205 -0.00025705  0.00212697  0.006641  ],[0.08       0.23999999 0.17000002 0.50999999],[0.07968213 0.23747405 0.16961826 0.50530851],[ 0.00068955  0.00340799  0.00076355 -0.00486109],204,6.216355256900084e-05,0.009237067925528808,1.0031161912537807,0.08451899681316416,22.46819536424025,19.39101243088452,2.1964094987290985,0.9937425867109146
2246,[-0.00031768  0.00397356  0.00062702  0.00444008],[0.08       0.23999999 0.17000002 0.50999999],[0.08004288 0.24021173 0.16832915 0.49995224],[ 0.00021172 -0.00359975  0.00052811  0.00285993],204,4.617412597772491e-05,0.009358337701828076,0.9920829473084338,0.08461960649318247,22.477553701942078,19.39979366824061,2.1789189917065106,0.9826239999265874
2247,[-0.0009708   0.00034524  0.00131762  0.0080309 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07962703 0.23504952 0.17161881 0.50924422],[-0.00031802  0.00063085 -0.00097184  0.00065901],204,1.6413264432202057e-05,0.010664567660136778,0.9885359964883798,0.08465495909063167,22.488218269602214,19.409205589123818,2.1539040935604636,0.9778360762307937
2248,[ 1.65428056e-05  7.24005923e-03 -7.88851186e-04  2.25522428e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.0797299  0.24039569 0.16998792 0.50614058],[-0.00097113 -0.00299746 -0.00028124  0.00424983],204,5.345776924595865e-05,0.010300677498541327,0.9955395797746145,0.08476958225760443,22.498518947100756,19.41763672592441,2.1441816332699943,0.9851242791091004
2249,[-2.93482610e-05  2.04312172e-03  9.71803707e-04  5.73739796e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.0796597  0.23952915 0.1705735  0.51540283],[ 1.62085443e-05  3.89735412e-03 -2.38771418e-03 -1.52584848e-03],204,4.900571278924745e-05,0.008781671648774692,0.9962540985072124,0.08487426064886147,22.50730061874953,19.4265029864244,2.1360446629398324,0.9873677484671807
2250,[0.00074998 0.00504441 0.00190189 0.0010267 ],[0.08       0.23999999 0.17000002 0.50999999],[0.07990257 0.23864301 0.17094797 0.51113386],[-2.96825223e-05 -1.29958340e-03 -6.27059283e-04  1.95632520e-03],204,2.4404180367809137e-05,0.008722975126826196,1.0051651753681654,0.08492665704836519,22.516023593876355,19.43453210494343,2.1470255797989224,0.9963898038418355
2251,[0.00014786 0.00484933 0.0007581  0.00296769],[0.08       0.23999999 0.17000002 0.50999999],[0.07990163 0.24155886 0.17152333 0.50151201],[ 0.00074964  0.0017017   0.00030303 -0.00275437],204,3.4536050137103056e-05,0.008722975126826016,1.0006274154118855,0.08500085079331082,22.52474656900318,19.442994553762055,2.148298506954331,0.9918302465401139
2252,[-0.00034352  0.0004469  -0.00087377  0.00949337],[0.08       0.23999999 0.17000002 0.50999999],[0.07974731 0.23738191 0.16857268 0.50074287],[ 0.00014753  0.00150662 -0.00084077 -0.00081338],204,2.075304019650244e-05,0.011157555255470089,0.9944958337665369,0.08504518819709671,22.53590412425865,19.452463962683105,2.136429331127685,0.983293941107281
2253,[-0.00084283  0.00269881  0.00070976  0.00615723],[0.08       0.23999999 0.17000002 0.50999999],[0.08022829 0.23915956 0.16868356 0.51155206],[-0.00034385 -0.00289581 -0.00247263  0.00571229],205,7.127085736874794e-05,0.010408631414092526,0.9864447771928987,0.08519537850713026,22.54631275567274,19.46160826087581,2.1073172903824853,0.9758859554687727
2254,[-0.00025818  0.00409305  0.00285178  0.00203631],[0.08       0.23999999 0.17000002 0.50999999],[0.0800145  0.24155119 0.1689434  0.50999999],[-0.00084316 -0.0006439  -0.0008891   0.00237616],205,2.9242789101572878e-05,0.009239326121521799,0.9996234678995692,0.08525697733681813,22.555552081794264,19.470024213712207,2.1064621939417707,0.9903225429483595
2255,[2.65457664e-05 1.91441671e-03 2.74143955e-03 4.04057310e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.0798807  0.23999999 0.17000002 0.506657  ],[-0.00025851  0.00075035  0.00125292 -0.00174476],205,2.4643689510842178e-05,0.008722975126825835,1.000509083247798,0.08530891348483399,22.56427505692109,19.478625552133263,2.1074826475565525,0.9917341719729563
2256,[-0.0001579   0.00250887  0.00100823  0.00536378],[0.08       0.23999999 0.17000002 0.50999999],[0.08010031 0.24183437 0.17181301 0.51792152],[ 2.62115051e-05 -1.42828841e-03  1.14257656e-03  2.59500344e-04],205,1.7578943292071766e-05,0.009038768777705528,0.9965377058120196,0.0853458318828181,22.573313825698797,19.487477321291827,2.1001488753166977,0.98746201863633
2257,[0.00082395 0.00429779 0.00176767 0.00183356],[0.08       0.23999999 0.17000002 0.50999999],[0.07985039 0.24154483 0.17076486 0.51166346],[-0.00015823 -0.00083384 -0.00059064  0.0015827 ],205,1.941165406164583e-05,0.008722975126826099,1.011669206195882,0.08538707417767184,22.582036800825623,19.495593519727077,2.1246151782213722,1.0029049887742023
2258,[0.00045409 0.00271791 0.00148446 0.00406652],[0.08       0.23999999 0.17000002 0.50999999],[0.08026447 0.24245571 0.17097565 0.5217167 ],[ 0.00082362  0.00095508  0.00016881 -0.00194751],205,2.4164194891646988e-05,0.008722975126826057,1.0038235395517368,0.08543860885137709,22.59075977595245,19.504104027107953,2.1326873887722857,0.9950490297512055
2259,[ 9.54166499e-04  4.56712494e-03  3.21839978e-03 -1.67160845e-05],[0.08       0.23999999 0.17000002 0.50999999],[0.08010493 0.24092614 0.17215833 0.50887917],[ 0.00045375 -0.0006248  -0.0001144   0.00028545],205,9.206654344772378e-06,0.0087564072958356,1.0154125187970524,0.08545854620972507,22.599516183248284,19.51192068043204,2.1655378383243615,1.0066361741428689
2260,[ 6.07638749e-05  2.91389995e-03 -2.04060202e-04  5.95237151e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08000647 0.24095363 0.1701123  0.51417461],[ 0.00095383  0.00122442  0.00161954 -0.00379779],205,4.802965179285035e-05,0.009131095530514638,1.002068565359882,0.08556276639402025,22.608647278778797,19.520810204468255,2.1699133848539143,0.9928332496450721
2261,[0.00041147 0.00364676 0.0023745  0.00229025],[0.08       0.23999999 0.17000002 0.50999999],[0.08038368 0.24240203 0.17021936 0.51558008],[ 6.04296135e-05 -4.28805170e-04 -1.80292319e-03  2.17129875e-03],205,2.8281118302813108e-05,0.008722975126825919,1.005247005029224,0.08562445423160635,22.617370253905623,19.529086695804157,2.1812375637200794,0.9964623420648119
2262,[0.00030088 0.00300402 0.00282844 0.00258964],[0.08       0.23999999 0.17000002 0.50999999],[0.07985493 0.23427278 0.16949955 0.4934939 ],[ 0.00041113  0.00030405  0.00077564 -0.00149082],205,1.8990731089870747e-05,0.008722975126826168,1.008585150536852,0.08566623236619543,22.62609322903245,19.537424275971613,2.1999223932652368,0.9998203972754367
2263,[-0.00172437  0.00358453 -0.00186942  0.00873224],[0.08       0.23999999 0.17000002 0.50999999],[0.08001461 0.23872877 0.16882432 0.50999999],[ 0.00030055 -0.00033869  0.00122958 -0.00119144],205,1.9658359188822464e-05,0.01591055905824798,0.9771211717673114,0.08570848894304071,22.642003788090697,19.547183466525205,2.149547499839882,0.9611683561322181
2264,[-0.00020937  0.00403185  0.00236293  0.00253757],[0.08       0.23999999 0.17000002 0.50999999],[0.07947975 0.23542639 0.16728888 0.50922367],[-0.0017247   0.00024182 -0.00346829  0.00495116],206,6.51894496121653e-05,0.009141714338014723,0.9975676855446272,0.08584826679169676,22.65114550242871,19.555659516536522,2.1441789965650813,0.9882861933579564
2265,[-0.00016736  0.00587856  0.00286202  0.00014976],[0.08       0.23999999 0.17000002 0.50999999],[0.08017419 0.24197633 0.17173852 0.49810671],[-0.0002097   0.00068915  0.00076406 -0.0012435 ],206,1.8197088492071268e-05,0.009057692320094873,0.9914186873062539,0.08588694907255881,22.660203194748807,19.56380587152119,2.1257401083092504,0.982322312705297
2266,[-0.00082077 -0.0005861  -0.00152537  0.01165522],[0.08       0.23999999 0.17000002 0.50999999],[0.07980878 0.23491651 0.16659971 0.51089871],[-0.00016769  0.00253585  0.00126315 -0.00363131],206,4.716210488480227e-05,0.01458745681452954,0.9919957497516457,0.08598639626116766,22.674790651563335,19.573695441302473,2.1086248981414335,0.9773088457485073
2267,[-0.00043393  0.00658509  0.00369349 -0.00112168],[0.08       0.23999999 0.17000002 0.50999999],[0.08014647 0.23919153 0.17092535 0.50981824],[-0.0008211  -0.0039288  -0.00312424  0.00787414],207,9.696510824963069e-05,0.011834195752144672,0.9922237129862577,0.08618924951359841,22.68662484731548,19.581734643210023,2.0920231626876564,0.9801866639816823
2268,[-0.0001396   0.00417068  0.00068748  0.00400442],[0.08       0.23999999 0.17000002 0.50999999],[0.08021788 0.24516053 0.17304241 0.51276393],[-0.00043427  0.00324239  0.00209463 -0.00490275],208,6.520455706919231e-05,0.009002178777776315,1.0000815939875383,0.08632566119297304,22.695627026093256,19.590410327832153,2.0920574497558206,0.9909430035303873
2269,[0.00066975 0.0008939  0.0004705  0.00668884],[0.08       0.23999999 0.17000002 0.50999999],[0.08003789 0.24237125 0.17071543 0.50989803],[-0.00013994  0.00082798 -0.00091139  0.00022334],208,1.2844641525188711e-05,0.008722975126826071,1.011184755239603,0.08635283312950799,22.70435000122008,19.599220164238716,2.115429728550535,1.0024346081762419
2270,[0.00020363 0.00170184 0.0013979  0.00541961],[0.08       0.23999999 0.17000002 0.50999999],[0.07985609 0.23514459 0.17015753 0.50026579],[ 0.00066941 -0.00244881 -0.00112837  0.00290776],208,4.419281225773998e-05,0.008722975126826002,1.003022604491242,0.08644659836048997,22.713072976346908,19.607975283976916,2.1217303491601203,0.994205864133434
2271,[-0.00103696  0.00471994 -0.00107555  0.00611554],[0.08       0.23999999 0.17000002 0.50999999],[0.07980317 0.24148267 0.1714519  0.49940552],[ 0.0002033  -0.00164087 -0.00020097  0.00163853],208,2.282199217438479e-05,0.012947998248732412,0.9854239981975437,0.086494313568013,22.72602097459564,19.617196266363315,2.0907555816530112,0.9724282847412882
2272,[-4.34794896e-04 -5.22654771e-05 -1.21073660e-03  1.04207721e-02],[0.08       0.23999999 0.17000002 0.50999999],[0.07969003 0.23563194 0.17036097 0.51004406],[-0.0010373   0.00137724 -0.00267441  0.00233447],208,4.532001135495817e-05,0.012118569073126945,0.9921432550363227,0.08658831788982431,22.73813954366877,19.626816311731297,2.074234295199878,0.9799306816413845
2273,[-3.16765589e-05  6.69958274e-03  5.06836423e-04  1.54823252e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.079756   0.23855048 0.17064195 0.50214817],[-0.00043513 -0.00339497 -0.0028096   0.0066397 ],209,8.04301857560957e-05,0.008786328244634711,0.9957270015886923,0.08675442265242642,22.746925871913405,19.635147011301925,2.065204264302144,0.9867745685814555
2274,[-0.00047215  0.00264923 -0.00057601  0.00712191],[0.08       0.23999999 0.17000002 0.50999999],[0.07911685 0.23319219 0.16975465 0.50195622],[-3.20108203e-05  3.35687763e-03 -1.09202657e-03 -2.23284024e-03],209,4.048660583809138e-05,0.010819304270278676,0.9910966008060076,0.086837287937334,22.757745176183683,19.64433817101516,2.046733313208903,0.9801944312508213
2275,[-0.00040135  0.00636356 -0.00091251  0.00367327],[0.08       0.23999999 0.17000002 0.50999999],[0.07970984 0.23733561 0.16678216 0.49949995],[-0.00047248 -0.00069347 -0.00217488  0.00334084],209,3.993274272660987e-05,0.011350694882537843,0.9840199177666644,0.08691771026950562,22.76909587106622,19.65306807864083,2.013944614879291,0.972588800551955
2276,[-0.001061    0.00198303  0.00198891  0.00581203],[0.08       0.23999999 0.17000002 0.50999999],[0.07981572 0.23999999 0.16870668 0.49617274],[-0.00040168  0.00302086 -0.00251138 -0.0001078 ],209,3.552960074806256e-05,0.010844977110005843,0.9833275687113192,0.08698806938533916,22.779940848176224,19.662204978674897,1.980295707020412,0.9724122324854798
2277,[-0.00105594 -0.00038755  0.00027003  0.00989643],[0.08       0.23999999 0.17000002 0.50999999],[0.08       0.22797452 0.17000002 0.50999999],[-0.00106134 -0.00135967  0.00039005  0.00203096],209,2.7998767852194986e-05,0.011609958236995288,0.9846951391552227,0.08704266508184129,22.79155080641322,19.671899559285954,1.949932110953175,0.9730305852217253
2278,[-0.00097341  0.01259331 -0.00047035 -0.00242657],[0.08       0.23999999 0.17000002 0.50999999],[0.07981034 0.24214644 0.17086171 0.53529283],[-0.00105627 -0.00373026 -0.00132883  0.00611536],210,6.963931719471014e-05,0.01646364157156116,0.9879745259476618,0.08717681460370567,22.80801444798478,19.679984175169256,1.9263474610083038,0.9713767348542363
2279,[ 0.00237222  0.00781719  0.00540899 -0.00687543],[0.08       0.23999999 0.17000002 0.50999999],[0.08014074 0.24932032 0.17075031 0.51436693],[-0.00097375  0.0092506  -0.00206921 -0.00620764],211,0.00010406807614093719,0.02247382822817899,1.0281113212891402,0.08738290052769153,22.83048827621296,19.686491679365805,1.9802991621249817,1.0054314071369754
2280,[ 0.00101112 -0.00239518  0.00330205  0.00680498],[0.08       0.23999999 0.17000002 0.50999999],[0.08028861 0.23924871 0.17127922 0.5093668 ],[ 0.00237189  0.00447449  0.00381013 -0.0106565 ],212,0.00012324185086767065,0.013513330663071019,1.0145782887811166,0.08763048409879225,22.84400160687603,19.695177375525514,2.0089244794494308,1.0008173745469449
2281,[-0.00027356  0.00413784  0.00035106  0.00450763],[0.08       0.23999999 0.17000002 0.50999999],[0.08013297 0.23999999 0.16996048 0.51433114],[ 0.00101079 -0.00573788  0.00170319  0.0030239 ],213,6.731752457210696e-05,0.00927008699290792,1.0001833377899012,0.08776573561189716,22.85327169386894,19.703960103330473,2.009157555400563,0.9907779992838883
2282,[0.00022036 0.00439993 0.00238709 0.0017156 ],[0.08       0.23999999 0.17000002 0.50999999],[0.08       0.23999999 0.17087782 0.50999999],[-0.00027389  0.00079514 -0.00124781  0.00072656],213,1.7854809493873292e-05,0.008722975126825933,1.0044245790309063,0.08780176682026258,22.861994668995766,19.71221325311799,2.0180113586645807,0.995665572695715
2283,[7.04967222e-05 3.55319250e-03 8.70927457e-04 4.22835845e-03],[0.08       0.23999999 0.17000002 0.50999999],[0.08006225 0.23999999 0.16829765 0.51064694],[ 0.00022002  0.00105722  0.00078823 -0.00206547],213,2.4341956684728937e-05,0.00872297512682603,1.0008778006386272,0.08785093108923638,22.870717644122593,19.720858354030923,2.0197336479788914,0.9921056612428274
2284,[-0.00014152  0.00310411  0.00313392  0.00262647],[0.08       0.23999999 0.17000002 0.50999999],[0.0800935  0.23999999 0.16821052 0.49737409],[ 7.01624609e-05  2.10487383e-04 -7.27935533e-04  4.47285690e-04],213,8.586177596617793e-06,0.009006006946031375,0.9990068388942195,0.08786825550894296,22.879723651068623,19.729314799430966,2.017710385283883,0.9899835075284815
2285,[-0.00125693 -0.00014449  0.00094426  0.00918014],[0.08       0.23999999 0.17000002 0.50999999],[0.08087798 0.23457028 0.17086831 0.52751119],[-0.00014185 -0.0002386   0.00153505 -0.00115461],213,1.8088175851748182e-05,0.011525820171862572,0.9856781064581037,0.08790422884719529,22.891249471240485,19.738959262436587,1.988776455247202,0.9741163129479888
