model,return,sharpe,cost,n_trade,start,end
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 137.68,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_7, 138.05,0.0632, 1.14, 107, 2015-10-29, 2017-10-29
a2c_8, 119.81,0.0585, 6.25, 115, 2015-10-29, 2017-10-29
a2c_8, 119.65,0.0581, 6.20, 109, 2015-10-29, 2017-10-29
a2c_8, 118.36,0.0566, 6.01, 110, 2015-10-29, 2017-10-29
a2c_8, 120.71,0.0607, 5.53, 100, 2015-10-29, 2017-10-29
a2c_8, 117.96,0.0557, 6.17, 112, 2015-10-29, 2017-10-29
a2c_8, 118.80,0.0561, 5.73, 103, 2015-10-29, 2017-10-29
a2c_8, 119.68,0.0603, 6.87, 127, 2015-10-29, 2017-10-29
a2c_8, 120.52,0.0605, 5.40, 100, 2015-10-29, 2017-10-29
a2c_8, 118.23,0.0564, 5.61, 102, 2015-10-29, 2017-10-29
a2c_8, 119.47,0.0579, 5.49, 97, 2015-10-29, 2017-10-29
a2c_8, 119.95,0.0588, 6.17, 109, 2015-10-29, 2017-10-29
a2c_8, 117.64,0.0544, 5.73, 103, 2015-10-29, 2017-10-29
a2c_8, 118.56,0.0554, 6.42, 120, 2015-10-29, 2017-10-29
a2c_8, 118.21,0.0563, 6.34, 116, 2015-10-29, 2017-10-29
a2c_8, 118.83,0.0562, 6.16, 119, 2015-10-29, 2017-10-29
a2c_8, 117.96,0.0557, 5.51, 102, 2015-10-29, 2017-10-29
a2c_8, 118.93,0.0563, 5.77, 103, 2015-10-29, 2017-10-29
a2c_8, 119.28,0.0590, 5.86, 111, 2015-10-29, 2017-10-29
a2c_8, 119.30,0.0574, 6.53, 116, 2015-10-29, 2017-10-29
a2c_8, 118.52,0.0570, 7.17, 129, 2015-10-29, 2017-10-29
a2c_8, 118.67,0.0558, 6.24, 118, 2015-10-29, 2017-10-29
a2c_8, 118.46,0.0569, 5.63, 106, 2015-10-29, 2017-10-29
a2c_8, 119.51,0.0578, 6.55, 120, 2015-10-29, 2017-10-29
a2c_8, 119.26,0.0589, 6.81, 130, 2015-10-29, 2017-10-29
a2c_8, 119.43,0.0578, 6.48, 115, 2015-10-29, 2017-10-29
a2c_8, 119.75,0.0602, 7.37, 129, 2015-10-29, 2017-10-29
a2c_8, 117.73,0.0537, 5.74, 104, 2015-10-29, 2017-10-29
a2c_8, 120.18,0.0595, 6.48, 119, 2015-10-29, 2017-10-29
a2c_8, 118.54,0.0553, 6.06, 118, 2015-10-29, 2017-10-29
a2c_8, 119.29,0.0575, 6.55, 127, 2015-10-29, 2017-10-29
a2c_8, 117.93,0.0557, 5.27, 103, 2015-10-29, 2017-10-29
a2c_8, 119.74,0.0583, 6.33, 115, 2015-10-29, 2017-10-29
a2c_8, 118.51,0.0567, 6.29, 120, 2015-10-29, 2017-10-29
a2c_8, 121.23,0.0626, 6.52, 114, 2015-10-29, 2017-10-29
a2c_8, 118.51,0.0567, 5.93, 109, 2015-10-29, 2017-10-29
a2c_8, 118.97,0.0563, 5.49, 105, 2015-10-29, 2017-10-29
a2c_8, 119.02,0.0567, 6.02, 116, 2015-10-29, 2017-10-29
a2c_8, 118.71,0.0575, 5.21, 102, 2015-10-29, 2017-10-29
a2c_8, 118.73,0.0560, 7.26, 132, 2015-10-29, 2017-10-29
a2c_8, 118.09,0.0544, 5.47, 101, 2015-10-29, 2017-10-29
a2c_8, 120.48,0.0601, 5.68, 106, 2015-10-29, 2017-10-29
a2c_8, 118.19,0.0562, 6.89, 122, 2015-10-29, 2017-10-29
a2c_8, 119.46,0.0578, 4.46, 82, 2015-10-29, 2017-10-29
a2c_8, 119.11,0.0586, 6.51, 119, 2015-10-29, 2017-10-29
a2c_8, 118.56,0.0555, 5.74, 112, 2015-10-29, 2017-10-29
a2c_8, 117.92,0.0556, 5.62, 105, 2015-10-29, 2017-10-29
a2c_8, 119.08,0.0567, 6.19, 111, 2015-10-29, 2017-10-29
a2c_8, 119.00,0.0582, 6.41, 120, 2015-10-29, 2017-10-29
a2c_8, 119.43,0.0577, 5.61, 102, 2015-10-29, 2017-10-29
a2c_8, 118.15,0.0560, 6.48, 115, 2015-10-29, 2017-10-29
a2c_8, 119.26,0.0573, 6.25, 116, 2015-10-29, 2017-10-29
a2c_8, 116.76,0.0526, 5.71, 108, 2015-10-29, 2017-10-29
a2c_8, 119.10,0.0568, 6.20, 117, 2015-10-29, 2017-10-29
a2c_8, 118.11,0.0560, 5.38, 106, 2015-10-29, 2017-10-29
a2c_8, 120.49,0.0603, 6.74, 123, 2015-10-29, 2017-10-29
a2c_8, 118.47,0.0570, 5.58, 97, 2015-10-29, 2017-10-29
a2c_8, 119.41,0.0576, 5.06, 96, 2015-10-29, 2017-10-29
a2c_8, 120.43,0.0621, 6.53, 115, 2015-10-29, 2017-10-29
a2c_8, 118.54,0.0555, 7.39, 126, 2015-10-29, 2017-10-29
a2c_8, 118.38,0.0567, 6.12, 110, 2015-10-29, 2017-10-29
a2c_8, 119.85,0.0587, 5.93, 110, 2015-10-29, 2017-10-29
a2c_8, 118.90,0.0580, 5.56, 104, 2015-10-29, 2017-10-29
a2c_8, 119.04,0.0568, 7.37, 129, 2015-10-29, 2017-10-29
a2c_8, 118.56,0.0572, 5.37, 106, 2015-10-29, 2017-10-29
a2c_8, 118.91,0.0564, 5.70, 113, 2015-10-29, 2017-10-29
a2c_8, 118.57,0.0572, 4.73, 97, 2015-10-29, 2017-10-29
a2c_8, 118.60,0.0556, 6.00, 114, 2015-10-29, 2017-10-29
a2c_8, 118.34,0.0567, 6.14, 117, 2015-10-29, 2017-10-29
a2c_8, 119.36,0.0575, 5.21, 102, 2015-10-29, 2017-10-29
a2c_8, 118.25,0.0565, 6.31, 112, 2015-10-29, 2017-10-29
a2c_8, 119.31,0.0574, 4.60, 90, 2015-10-29, 2017-10-29
a2c_8, 117.98,0.0558, 6.00, 112, 2015-10-29, 2017-10-29
a2c_8, 117.89,0.0538, 6.65, 117, 2015-10-29, 2017-10-29
a2c_8, 119.25,0.0570, 6.51, 123, 2015-10-29, 2017-10-29
a2c_8, 120.09,0.0595, 6.16, 107, 2015-10-29, 2017-10-29
a2c_8, 120.26,0.0596, 6.22, 116, 2015-10-29, 2017-10-29
a2c_8, 121.31,0.0626, 6.81, 123, 2015-10-29, 2017-10-29
a2c_8, 119.87,0.0586, 6.19, 118, 2015-10-29, 2017-10-29
a2c_8, 120.36,0.0598, 5.95, 114, 2015-10-29, 2017-10-29
a2c_8, 118.43,0.0569, 6.14, 110, 2015-10-29, 2017-10-29
a2c_8, 119.12,0.0569, 4.73, 100, 2015-10-29, 2017-10-29
a2c_8, 118.61,0.0571, 7.00, 132, 2015-10-29, 2017-10-29
a2c_8, 119.62,0.0582, 5.30, 104, 2015-10-29, 2017-10-29
a2c_8, 118.65,0.0575, 5.32, 99, 2015-10-29, 2017-10-29
a2c_8, 119.91,0.0588, 6.94, 128, 2015-10-29, 2017-10-29
a2c_8, 118.55,0.0569, 5.80, 107, 2015-10-29, 2017-10-29
a2c_8, 119.13,0.0568, 6.17, 114, 2015-10-29, 2017-10-29
a2c_8, 119.43,0.0594, 6.58, 117, 2015-10-29, 2017-10-29
a2c_8, 118.49,0.0552, 5.53, 102, 2015-10-29, 2017-10-29
a2c_8, 119.72,0.0601, 5.88, 106, 2015-10-29, 2017-10-29
a2c_8, 120.61,0.0606, 5.52, 104, 2015-10-29, 2017-10-29
a2c_8, 118.75,0.0576, 6.31, 117, 2015-10-29, 2017-10-29
a2c_8, 118.62,0.0557, 5.90, 108, 2015-10-29, 2017-10-29
a2c_8, 118.63,0.0574, 5.29, 94, 2015-10-29, 2017-10-29
a2c_8, 120.33,0.0599, 6.68, 117, 2015-10-29, 2017-10-29
a2c_8, 120.81,0.0614, 6.60, 120, 2015-10-29, 2017-10-29
a2c_8, 117.10,0.0534, 6.14, 116, 2015-10-29, 2017-10-29
a2c_8, 120.30,0.0598, 5.28, 96, 2015-10-29, 2017-10-29
a2c_8, 118.36,0.0567, 7.03, 124, 2015-10-29, 2017-10-29
a2c_8, 118.93,0.0563, 4.85, 94, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 1.39, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_9, 141.61,0.0522, 0.85, 38, 2015-10-29, 2017-10-29
a2c_9, 142.82,0.0522, 0.85, 37, 2015-10-29, 2017-10-29
a2c_10, 111.70,0.0321, 5.14, 144, 2015-10-29, 2017-10-29
a2c_10, 111.74,0.0330, 4.51, 140, 2015-10-29, 2017-10-29
a2c_10, 112.04,0.0343, 4.36, 138, 2015-10-29, 2017-10-29
a2c_10, 111.92,0.0326, 3.77, 130, 2015-10-29, 2017-10-29
a2c_10, 112.39,0.0343, 4.26, 129, 2015-10-29, 2017-10-29
a2c_10, 111.39,0.0328, 3.59, 122, 2015-10-29, 2017-10-29
a2c_10, 112.73,0.0344, 3.28, 117, 2015-10-29, 2017-10-29
a2c_10, 112.33,0.0342, 3.72, 126, 2015-10-29, 2017-10-29
a2c_10, 110.30,0.0304, 3.85, 131, 2015-10-29, 2017-10-29
a2c_10, 111.49,0.0316, 4.14, 136, 2015-10-29, 2017-10-29
a2c_10, 112.21,0.0339, 4.57, 140, 2015-10-29, 2017-10-29
a2c_10, 111.78,0.0337, 2.88, 111, 2015-10-29, 2017-10-29
a2c_10, 111.92,0.0326, 4.27, 133, 2015-10-29, 2017-10-29
a2c_10, 112.72,0.0351, 4.22, 135, 2015-10-29, 2017-10-29
a2c_10, 110.85,0.0317, 3.94, 129, 2015-10-29, 2017-10-29
a2c_10, 111.84,0.0324, 3.89, 129, 2015-10-29, 2017-10-29
a2c_10, 110.54,0.0302, 4.30, 138, 2015-10-29, 2017-10-29
a2c_10, 110.81,0.0316, 4.36, 135, 2015-10-29, 2017-10-29
a2c_10, 112.23,0.0333, 3.76, 126, 2015-10-29, 2017-10-29
a2c_10, 113.11,0.0360, 4.86, 142, 2015-10-29, 2017-10-29
a2c_10, 111.82,0.0338, 3.11, 120, 2015-10-29, 2017-10-29
a2c_10, 112.78,0.0345, 4.28, 134, 2015-10-29, 2017-10-29
a2c_10, 112.15,0.0338, 4.41, 133, 2015-10-29, 2017-10-29
a2c_10, 111.75,0.0336, 3.50, 119, 2015-10-29, 2017-10-29
a2c_10, 112.80,0.0345, 3.77, 127, 2015-10-29, 2017-10-29
a2c_10, 111.96,0.0334, 4.65, 139, 2015-10-29, 2017-10-29
a2c_10, 110.81,0.0315, 3.95, 125, 2015-10-29, 2017-10-29
a2c_10, 112.12,0.0330, 4.68, 140, 2015-10-29, 2017-10-29
a2c_10, 109.87,0.0287, 3.89, 125, 2015-10-29, 2017-10-29
a2c_10, 111.40,0.0329, 5.05, 145, 2015-10-29, 2017-10-29
a2c_10, 113.34,0.0357, 3.79, 130, 2015-10-29, 2017-10-29
a2c_10, 111.92,0.0333, 4.04, 127, 2015-10-29, 2017-10-29
a2c_10, 112.16,0.0345, 4.10, 126, 2015-10-29, 2017-10-29
a2c_10, 111.24,0.0310, 4.62, 141, 2015-10-29, 2017-10-29
a2c_10, 111.48,0.0323, 3.89, 129, 2015-10-29, 2017-10-29
a2c_10, 111.30,0.0326, 3.51, 121, 2015-10-29, 2017-10-29
a2c_10, 112.50,0.0339, 4.59, 138, 2015-10-29, 2017-10-29
a2c_10, 111.99,0.0335, 4.12, 132, 2015-10-29, 2017-10-29
a2c_10, 111.46,0.0330, 5.10, 147, 2015-10-29, 2017-10-29
a2c_10, 113.77,0.0367, 3.97, 129, 2015-10-29, 2017-10-29
a2c_10, 112.11,0.0337, 4.14, 133, 2015-10-29, 2017-10-29
a2c_10, 111.94,0.0341, 4.28, 133, 2015-10-29, 2017-10-29
a2c_10, 112.27,0.0334, 4.56, 140, 2015-10-29, 2017-10-29
a2c_10, 111.31,0.0320, 3.88, 123, 2015-10-29, 2017-10-29
a2c_10, 111.26,0.0326, 3.79, 128, 2015-10-29, 2017-10-29
a2c_10, 112.64,0.0342, 4.06, 130, 2015-10-29, 2017-10-29
a2c_10, 111.68,0.0328, 4.35, 132, 2015-10-29, 2017-10-29
a2c_10, 110.63,0.0311, 4.45, 136, 2015-10-29, 2017-10-29
a2c_10, 111.71,0.0321, 4.37, 134, 2015-10-29, 2017-10-29
a2c_10, 112.03,0.0336, 4.43, 139, 2015-10-29, 2017-10-29
a2c_10, 111.98,0.0341, 4.27, 132, 2015-10-29, 2017-10-29
a2c_10, 113.05,0.0351, 4.21, 132, 2015-10-29, 2017-10-29
a2c_10, 111.84,0.0331, 4.38, 134, 2015-10-29, 2017-10-29
a2c_10, 111.37,0.0328, 3.58, 125, 2015-10-29, 2017-10-29
a2c_10, 113.73,0.0366, 4.24, 130, 2015-10-29, 2017-10-29
a2c_10, 110.87,0.0310, 4.65, 142, 2015-10-29, 2017-10-29
a2c_10, 112.64,0.0356, 3.70, 126, 2015-10-29, 2017-10-29
a2c_10, 112.15,0.0331, 4.87, 148, 2015-10-29, 2017-10-29
a2c_10, 111.37,0.0321, 4.56, 136, 2015-10-29, 2017-10-29
a2c_10, 112.29,0.0348, 4.39, 138, 2015-10-29, 2017-10-29
a2c_10, 110.86,0.0302, 4.60, 141, 2015-10-29, 2017-10-29
a2c_10, 111.27,0.0319, 3.75, 124, 2015-10-29, 2017-10-29
a2c_10, 110.42,0.0306, 4.08, 136, 2015-10-29, 2017-10-29
a2c_10, 112.77,0.0345, 3.61, 122, 2015-10-29, 2017-10-29
a2c_10, 111.10,0.0315, 3.56, 126, 2015-10-29, 2017-10-29
a2c_10, 110.26,0.0303, 3.56, 122, 2015-10-29, 2017-10-29
a2c_10, 111.51,0.0316, 3.57, 124, 2015-10-29, 2017-10-29
a2c_10, 112.20,0.0339, 4.00, 130, 2015-10-29, 2017-10-29
a2c_10, 111.74,0.0336, 3.65, 126, 2015-10-29, 2017-10-29
a2c_10, 110.64,0.0297, 4.67, 140, 2015-10-29, 2017-10-29
a2c_10, 112.60,0.0348, 3.88, 128, 2015-10-29, 2017-10-29
a2c_10, 111.21,0.0324, 3.15, 119, 2015-10-29, 2017-10-29
a2c_10, 110.64,0.0297, 3.92, 129, 2015-10-29, 2017-10-29
a2c_10, 111.92,0.0333, 4.33, 131, 2015-10-29, 2017-10-29
a2c_10, 111.04,0.0321, 4.69, 136, 2015-10-29, 2017-10-29
a2c_10, 112.67,0.0342, 4.80, 144, 2015-10-29, 2017-10-29
a2c_10, 112.70,0.0350, 4.02, 126, 2015-10-29, 2017-10-29
a2c_10, 111.33,0.0327, 4.30, 132, 2015-10-29, 2017-10-29
a2c_10, 111.86,0.0325, 4.06, 130, 2015-10-29, 2017-10-29
a2c_10, 112.57,0.0347, 4.43, 140, 2015-10-29, 2017-10-29
a2c_10, 112.10,0.0344, 4.45, 137, 2015-10-29, 2017-10-29
a2c_10, 111.21,0.0310, 4.23, 137, 2015-10-29, 2017-10-29
a2c_10, 111.93,0.0334, 4.74, 139, 2015-10-29, 2017-10-29
a2c_10, 111.71,0.0335, 4.28, 132, 2015-10-29, 2017-10-29
a2c_10, 112.36,0.0336, 3.45, 125, 2015-10-29, 2017-10-29
a2c_10, 110.14,0.0293, 4.66, 140, 2015-10-29, 2017-10-29
a2c_10, 111.79,0.0337, 3.67, 130, 2015-10-29, 2017-10-29
a2c_10, 111.72,0.0322, 4.40, 134, 2015-10-29, 2017-10-29
a2c_10, 112.24,0.0340, 3.59, 120, 2015-10-29, 2017-10-29
a2c_10, 110.93,0.0318, 4.80, 146, 2015-10-29, 2017-10-29
a2c_10, 112.36,0.0336, 4.12, 135, 2015-10-29, 2017-10-29
a2c_10, 112.89,0.0355, 3.89, 125, 2015-10-29, 2017-10-29
a2c_10, 111.08,0.0321, 4.39, 142, 2015-10-29, 2017-10-29
a2c_10, 111.60,0.0318, 3.99, 123, 2015-10-29, 2017-10-29
a2c_10, 113.22,0.0362, 3.35, 119, 2015-10-29, 2017-10-29
a2c_10, 112.27,0.0348, 4.13, 130, 2015-10-29, 2017-10-29
a2c_10, 111.62,0.0319, 3.61, 125, 2015-10-29, 2017-10-29
a2c_10, 111.20,0.0317, 4.54, 141, 2015-10-29, 2017-10-29
a2c_10, 112.26,0.0348, 4.00, 131, 2015-10-29, 2017-10-29
a2c_10, 112.44,0.0338, 4.51, 134, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.71, 83, 2015-10-29, 2017-10-29
a2c_11, 126.98,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.01,0.0670, 1.21, 84, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.07,0.0671, 1.38, 86, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 126.98,0.0670, 1.29, 86, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 126.98,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.38,0.0669, 1.36, 88, 2015-10-29, 2017-10-29
a2c_11, 126.98,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.29,0.0667, 1.31, 85, 2015-10-29, 2017-10-29
a2c_11, 126.70,0.0664, 1.29, 85, 2015-10-29, 2017-10-29
a2c_11, 127.32,0.0668, 1.23, 84, 2015-10-29, 2017-10-29
a2c_11, 126.98,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.12,0.0673, 1.44, 87, 2015-10-29, 2017-10-29
a2c_11, 127.31,0.0667, 1.27, 85, 2015-10-29, 2017-10-29
a2c_11, 127.09,0.0672, 1.38, 87, 2015-10-29, 2017-10-29
a2c_11, 127.18,0.0665, 1.39, 86, 2015-10-29, 2017-10-29
a2c_11, 126.97,0.0669, 1.29, 85, 2015-10-29, 2017-10-29
a2c_11, 127.44,0.0670, 1.27, 85, 2015-10-29, 2017-10-29
a2c_11, 127.17,0.0674, 1.27, 85, 2015-10-29, 2017-10-29
a2c_11, 127.45,0.0670, 1.39, 86, 2015-10-29, 2017-10-29
a2c_11, 126.95,0.0669, 1.29, 84, 2015-10-29, 2017-10-29
a2c_11, 127.43,0.0670, 1.23, 85, 2015-10-29, 2017-10-29
a2c_11, 126.98,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.00,0.0670, 1.26, 84, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 126.98,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.47,0.0671, 1.30, 86, 2015-10-29, 2017-10-29
a2c_11, 127.07,0.0672, 1.42, 86, 2015-10-29, 2017-10-29
a2c_11, 127.44,0.0670, 1.26, 83, 2015-10-29, 2017-10-29
a2c_11, 127.00,0.0670, 1.24, 85, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 126.97,0.0669, 1.26, 84, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 126.89,0.0668, 1.27, 84, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 126.89,0.0668, 1.25, 85, 2015-10-29, 2017-10-29
a2c_11, 127.36,0.0669, 1.30, 85, 2015-10-29, 2017-10-29
a2c_11, 126.75,0.0665, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 127.42,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
a2c_11, 126.98,0.0670, 1.15, 83, 2015-10-29, 2017-10-29
